KeywordID,Keyword,KeywordType
1555,resilient manufacturing,Author Keywords
1556,Maintenance,IEEE Keywords
1557,Trusted Execution Environment,Author Keywords
1558,State continuity,Author Keywords
1559,forking attack,Author Keywords
1560,rollback attack,Author Keywords
1561,Wide area networks,IEEE Keywords
1562,Aragon,Author Keywords
1563,archetypes,Author Keywords
1564,cryptocurrencies,Author Keywords
1565,decentralized autonomous organizations (DAOs),Author Keywords
1566,governance,Author Keywords
1567,online communities,Author Keywords
1568,tokens,Author Keywords
1569,voting system,Author Keywords
1570,web3,Author Keywords
1571,Digital twin modeling,Author Keywords
1572,Smart grid,Author Keywords
1573,Residential load forecasting,Author Keywords
1574,SLA Management,Author Keywords
1575,eMBB-Plus,Author Keywords
1576,Network Slicing,Author Keywords
1577,Service level agreements,IEEE Keywords
1578,Dynamic scheduling,IEEE Keywords
1579,reputation,Author Keywords
1580,consensus service framework,Author Keywords
1581,energy consumption,Author Keywords
616,Network architecture,Author Keywords
1582,scalable security,Author Keywords
1583,IoT access control,Author Keywords
1584,neural Networks,Author Keywords
1585,hardware accelerators,Author Keywords
1586,NetFPGA,Author Keywords
1587,Hardware acceleration,IEEE Keywords
1588,Blockchain security,Author Keywords
1589,cyber–physical–social systems (CPSSs),Author Keywords
1590,peer-to-peer trading,Author Keywords
1591,social manufacturing (SM),Author Keywords
1592,Customized AIGC services,Author Keywords
1593,edge-driven collaborative fine-tuning,Author Keywords
1594,edge intelligence,Author Keywords
1595,Phase change materials,IEEE Keywords
1596,Byzantine-robustness,Author Keywords
1597,Coded caching,Author Keywords
1598,Multiple-antenna placement delivery array,Author Keywords
1599,normalized delivery time,Author Keywords
1600,partially connected linear network,Author Keywords
1601,Radio transmitters,IEEE Keywords
1602,MISO communication,IEEE Keywords
1603,Large-Scale Data Models,Author Keywords
1604,Location Prediction,Author Keywords
1605,federated unlearning,Author Keywords
1606,home edge computing,Author Keywords
1607,redacted blockchain,Author Keywords
1608,5G broadcast services,Author Keywords
1609,reputation evaluation,Author Keywords
1610,spatiotemporal features,Author Keywords
1611,Spatiotemporal phenomena,IEEE Keywords
1612,Broadcasting,IEEE Keywords
1613,Computer hacking,IEEE Keywords
1614,Smartphone Sensors,Author Keywords
1615,Human activity recognition,Author Keywords
1616,Wireless Sensor networks,Author Keywords
1617,Swarm Learning,Author Keywords
636,Edge computing,Author Keywords
1615,Human activity recognition,IEEE Keywords
1618,Patient-Centric Healthcare,Author Keywords
1619,PKI,Author Keywords
1620,PKChain,Author Keywords
1621,Block Validation,Author Keywords
1622,Compromise-Tolerance,Author Keywords
1623,Registers,IEEE Keywords
1624,Public key cryptography,IEEE Keywords
1625,Smart parking,Author Keywords
1626,repetitive query,Author Keywords
1627,SkNN,Author Keywords
1628,Blocklists,IEEE Keywords
1629,Watchtower,Author Keywords
1630,digital cash,Author Keywords
1631,Poles and towers,IEEE Keywords
1632,voting,Author Keywords
1633,self-tallying,Author Keywords
1634,MultiChain,Author Keywords
1635,record confirmation,Author Keywords
1636,record forwarder selection (RFS),Author Keywords
1637,record transfer,Author Keywords
1638,Radio frequency,IEEE Keywords
1639,Vehicular Social Networks (VSNs),Author Keywords
1640,location-based Speculative Byzantine Fault Tolerance (LSBFT),Author Keywords
1641,transaction fairness,Author Keywords
1642,RingCT,Author Keywords
1643,post-quantum,Author Keywords
1644,commitment,Author Keywords
1645,transition,Author Keywords
1646,Vehicle recruitment,Author Keywords
1647,mechanism design,Author Keywords
1648,Advertising,IEEE Keywords
1649,Bluetooth,IEEE Keywords
1650,Augmented Reality,Author Keywords
1651,Virtual Reality,Author Keywords
1652,Mixed Reality,Author Keywords
1653,Networking,Author Keywords
1654,Communications,Author Keywords
1655,Edge Computing,Author Keywords
1656,Avatars,Author Keywords
1657,Rendering,Author Keywords
1658,3D Modeling,Author Keywords
1659,User-to-User and User-to-Business Interactions,Author Keywords
1660,conflict management,Author Keywords
1661,contact theory,Author Keywords
1662,online developer community,Author Keywords
1663,Byzantine robust,Author Keywords
1664,coded computing,Author Keywords
1665,distributed learning,Author Keywords
1666,sentiment classification,Author Keywords
1667,social media platform,Author Keywords
1668,online medical diagnosis,Author Keywords
1669,similarity query,Author Keywords
1670,Medical diagnosis,IEEE Keywords
1671,Consensus,Author Keywords
1672,distributed systems security,Author Keywords
1673,network latency,Author Keywords
1674,double spending,Author Keywords
1675,Lead,IEEE Keywords
1676,Upper bound,IEEE Keywords
1677,culture preservation,Author Keywords
1678,generative art,Author Keywords
1679,reverse auction,Author Keywords
1680,Art,IEEE Keywords
1681,Mobile edge computing,Author Keywords
1682,Privacy preservation,Author Keywords
1683,User behavior analysis,Author Keywords
1684,Internet of Things technology,Author Keywords
1685,cold chain logistics supervision,Author Keywords
1686,real-time monitoring,Author Keywords
1687,agricultural products,Author Keywords
1688,Agricultural products,IEEE Keywords
1689,Malicious traffic detection,Author Keywords
1690,Docker,Author Keywords
1691,Image edge detection,IEEE Keywords
1692,Collaborative edge computing,Author Keywords
1693,lightning network,Author Keywords
1694,energy trading,Author Keywords
1695,zk-SNARKs,Author Keywords
1057,Crowdsourcing,Author Keywords
1696,dual authentication,Author Keywords
1697,key-exposure,Author Keywords
1698,vehicle epoch communication,Author Keywords
1699,Consortium Blockchain,Author Keywords
1700,PBFT,Author Keywords
1701,Rényi Differential Privacy,Author Keywords
1702,Poisoning Attack,Author Keywords
1703,Vulnerability detection,Author Keywords
1704,Vulnerability sub-graph,Author Keywords
1705,Graph neural network,Author Keywords
1706,IOTA,Author Keywords
1707,resource management,Author Keywords
1708,smart grid,Author Keywords
1709,data trading,Author Keywords
1710,dispute handling,Author Keywords
1711,stackelberg game,Author Keywords
1712,state channels,Author Keywords
1713,Mobility-Aware Service Discovery Architecture,Author Keywords
1714,Predictive Discovery,Author Keywords
1715,Semantic Networking,Author Keywords
1716,Blockchain-aware Resource Discovery,Author Keywords
1717,Service Prediction,Author Keywords
1718,Service Requests,Author Keywords
1719,Service Advertisement,Author Keywords
1720,Service Selection,Author Keywords
1721,6G Networks,Author Keywords
1722,Edge-Cloud-Continuum,Author Keywords
1723,Silicon,IEEE Keywords
1724,isomerism learning,Author Keywords
1725,public sentiment,Author Keywords
1726,social media,Author Keywords
1727,Payment Channels,Author Keywords
1728,Network Algorithms,Author Keywords
1729,Random variables,IEEE Keywords
1730,Channel capacity,IEEE Keywords
1731,industrial Big Data analytics,Author Keywords
1732,industrial intelligent systems (IIS),Author Keywords
1733,swarm learning,Author Keywords
1734,reentrancy,Author Keywords
1735,fuzz testing,Author Keywords
1736,Poisson game,Author Keywords
1737,Byzantine fault-tolerant,Author Keywords
1738,High-latency environments,Author Keywords
1739,Non-blocking,Author Keywords
1740,Dolphins,IEEE Keywords
1741,model watermark,Author Keywords
1742,ownership verification,Author Keywords
1743,Watermarking,IEEE Keywords
1744,Fingerprint recognition,IEEE Keywords
1745,Crowdsourcing learning,Author Keywords
1746,Defense,Author Keywords
1747,membership inference attack,Author Keywords
1748,non-member representation space,Author Keywords
1749,Code Generation,Author Keywords
1750,Repository Knowledge Mining,Author Keywords
1751,Code Reuse,Author Keywords
1752,Retrieval-Augmented Generation,Author Keywords
1753,Australia,IEEE Keywords
1754,Formal specification,Author Keywords
1755,Protection Profile,Author Keywords
1756,theorem proving,Author Keywords
1757,common criteria,Author Keywords
1758,Runtime,IEEE Keywords
1759,Formal specifications,IEEE Keywords
1760,Calculus,IEEE Keywords
1761,Formal verification,IEEE Keywords
1762,Security Analysis,Author Keywords
1763,Vulnerabilities,Author Keywords
658,Cryptocurrency,Author Keywords
1764,Game Theory,Author Keywords
1765,Payment Channel Network,Author Keywords
156,Reliability,Author Keywords
1766,Stablecoin,Author Keywords
1767,Investment,IEEE Keywords
1768,Stability criteria,IEEE Keywords
1769,Reliability theory,IEEE Keywords
1770,Reliability engineering,IEEE Keywords
1771,Data aggregation,Author Keywords
1772,self-sovereign identity,Author Keywords
1773,decentralized network,Author Keywords
1774,data security,Author Keywords
1771,Data aggregation,IEEE Keywords
1775,Soft sensors,IEEE Keywords
1776,Confidential smart contract,Author Keywords
1777,Zero-knowledge Proof,Author Keywords
1778,Main-secondary,IEEE Keywords
1779,Zero knowledge proof,IEEE Keywords
1780,camera trap,Author Keywords
1781,halyomorpha halys,Author Keywords
1782,pest monitoring,Author Keywords
1783,real-world deployment,Author Keywords
1784,sensor networks,Author Keywords
1785,smart farming,Author Keywords
1786,Cameras,IEEE Keywords
1787,Insects,IEEE Keywords
1788,Sensor systems,IEEE Keywords
1789,Printed circuits,IEEE Keywords
1790,Humidity,IEEE Keywords
1791,Tor network,Author Keywords
1792,anonymous communication,Author Keywords
1793,AR,Author Keywords
1794,bibliometric analysis,Author Keywords
1795,cyber-physical social systems,Author Keywords
1796,cybersecurity,Author Keywords
1797,iot,Author Keywords
1798,metaverse,Author Keywords
1799,mr,Author Keywords
1800,systematic review,Author Keywords
1801,vr,Author Keywords
1802,Bibliometrics,IEEE Keywords
1803,Guidelines,IEEE Keywords
1804,block propagation,Author Keywords
1805,age of block,Author Keywords
1806,graph attention network,Author Keywords
1807,Web 2.0,IEEE Keywords
1808,Change propagation,Author Keywords
1809,DCR graph,Author Keywords
1810,dynamic change correctness,Author Keywords
1811,process choreography,Author Keywords
1812,Machine Communications,Author Keywords
1813,Programmable network,Author Keywords
1814,Access Control.,Author Keywords
1815,Authorization,IEEE Keywords
1816,Spectrum Sensing (SS),Author Keywords
1817,Cognitive Radio Networks (CRN),Author Keywords
1818,Fusion Center (FC),Author Keywords
1819,Format Pareto Preserving Distributed Encryption Standard (FPPDES),Author Keywords
1820,Adjustable Trainable Sigmoid Nesterov-accelerated Recurrent Neural Network (ATSNRNN),Author Keywords
1821,GaussIT Skilled Optimization Algorithm (GIT-SOA),Author Keywords
1822,Secure Lagrange Multiplied Hash Algorithm-256 (SLMHA-256),Author Keywords
1823,Elliptic Curve Iterated Summed Cryptography (ECISC),Author Keywords
1824,Cognitive radio,IEEE Keywords
1825,Pareto optimization,IEEE Keywords
1826,Trustworthy Machine Learning,Author Keywords
1827,Zero-Knowledge Proof,Author Keywords
1828,Arithmetic,IEEE Keywords
1829,Software as a service,IEEE Keywords
1830,phishing scam detection,Author Keywords
1831,feature fusion,Author Keywords
1832,network embedding,Author Keywords
1833,cross-platform,Author Keywords
1834,industrial Internet of things (IIoTs),Author Keywords
1835,interoperability,Author Keywords
1836,metadata registry (MDR),Author Keywords
1837,Ontologies,IEEE Keywords
1838,Evolutionary computation,IEEE Keywords
1839,Fuzzy PID,Author Keywords
1840,Hybrid PSO,Author Keywords
1841,Lighting control system,Author Keywords
1842,Machine Intelligence,Author Keywords
1843,Lighting control,IEEE Keywords
1844,PI control,IEEE Keywords
1845,PD control,IEEE Keywords
1846,Motors,IEEE Keywords
1847,Wireless Bio-Sensor Devices,Author Keywords
1848,Communication Security,Author Keywords
1849,Key Isolation,Author Keywords
1850,Biosensors,IEEE Keywords
1851,Trust Management,Author Keywords
1852,Computer network reliability,IEEE Keywords
1853,Dual functional radar communication system,Author Keywords
1854,Covert communication,Author Keywords
1855,Index modulation,Author Keywords
1856,Radar,IEEE Keywords
1857,Chirp,IEEE Keywords
1858,Detectors,IEEE Keywords
1859,Radar detection,IEEE Keywords
1860,bitcoin mining,Author Keywords
1861,decentralization,Author Keywords
1862,energy-efficiency,Author Keywords
1863,proof-of-work,Author Keywords
1864,Proof of Work,IEEE Keywords
1865,Distributed systems,Author Keywords
1866,Connected Autonomous Systems (CAS),Author Keywords
1867,Data dissemination,IEEE Keywords
1868,conditional privacy preservation,Author Keywords
1869,identity-based signature,Author Keywords
1870,pseudonym management,Author Keywords
1871,Merkle tree,Author Keywords
1872,Digital Twin,Author Keywords
1873,Disaster Management,Author Keywords
1874,Flood Prediction,Author Keywords
1875,Assistive Care,Author Keywords
1876,Precipitation,IEEE Keywords
1877,Disaster management,IEEE Keywords
1878,Water,IEEE Keywords
1879,Digital-twin-driven vehicle road cooperation,Author Keywords
1880,personalized local differential privacy,Author Keywords
1881,time-sensitive,Author Keywords
1882,Kernel,IEEE Keywords
1883,Syntactics,IEEE Keywords
1884,Decentralized anonymous payment,Author Keywords
1885,regulation,Author Keywords
1886,Regulation,IEEE Keywords
1887,Keyword-based auditing,Author Keywords
1888,Attribute-based hierarchical structure,Author Keywords
1889,Regulatable challenge mechanism,Author Keywords
1890,Batch fault localization,Author Keywords
1891,Government,IEEE Keywords
1892,Distributed vehicle sharing,Author Keywords
1893,pricing,Author Keywords
1894,three-sided stable matching,Author Keywords
1895,Stability analysis,IEEE Keywords
1896,Numerical stability,IEEE Keywords
1897,Headphones,IEEE Keywords
1898,Full shuffle,Author Keywords
1899,hidden committees,Author Keywords
1900,privacy revocation,Author Keywords
1901,anonymous credentials,Author Keywords
1902,Avatar,Author Keywords
1903,Animation,Author Keywords
1904,Human-Computer Interaction,Author Keywords
1905,3D Interaction,Author Keywords
1906,Blockcha,Author Keywords
1907,Faces,IEEE Keywords
1908,Face recognition,IEEE Keywords
1909,Cap-and-trade,Author Keywords
1910,renewable uncertainty,Author Keywords
1911,coalitional game,Author Keywords
1912,quota sharing,Author Keywords
1913,profit allocation,Author Keywords
1914,Power generation,IEEE Keywords
1915,Video streaming,Author Keywords
1916,cooperative processing,Author Keywords
1917,adaptive incentive,Author Keywords
1918,multi-agent reinforcement learning,Author Keywords
1919,Streaming media,IEEE Keywords
1920,Distributed storage,Author Keywords
1921,Proof of retrievability,Author Keywords
1922,Vector commitment,Author Keywords
1923,Phishing scam detection,Author Keywords
1924,Streaming framework,Author Keywords
1925,Meta-learning,Author Keywords
1926,Representation learning,IEEE Keywords
1927,Metalearning,IEEE Keywords
1928,Smart Logistics,Author Keywords
1929,Logistics,IEEE Keywords
1930,Global Positioning System,IEEE Keywords
1931,Radiofrequency identification,IEEE Keywords
1932,Auditability,Author Keywords
1933,Byzantine robustness,Author Keywords
1934,poisoning attack,Author Keywords
1935,privacy preservation,Author Keywords
1936,Phishing scams detection,Author Keywords
1937,Temporal evolution,Author Keywords
1938,Diffusion networks,Author Keywords
1939,Beta Control Access Scheme,Author Keywords
1940,Injection attacks,Author Keywords
1941,Security validation,Author Keywords
1942,IoT logs,Author Keywords
1943,Solidity,Author Keywords
1944,Smart contract security,Author Keywords
1945,Anomaly injection,Author Keywords
1946,trust evaluation,Author Keywords
1947,information incentive mechanism,Author Keywords
1147,Nash equilibrium,Author Keywords
1948,virtual machine,Author Keywords
1949,WebAssembly,Author Keywords
1950,ZKSNARK,Author Keywords
1951,Virtual machining,IEEE Keywords
1952,Circuits,IEEE Keywords
1953,Authentication protocol,Author Keywords
1954,V2V communication,Author Keywords
1955,Lightweight authentication,Author Keywords
1956,Smart cards,IEEE Keywords
1957,Vehicle safety,IEEE Keywords
1958,Traffic control,IEEE Keywords
1959,vulnerability detection,Author Keywords
1960,multi-modal,Author Keywords
1961,Graph neural network (GNN),Author Keywords
1962,imbalanced data classification,Author Keywords
1963,Ponzi contracts,Author Keywords
1964,undersampling,Author Keywords
1965,Local differential privacy,Author Keywords
1966,Longitudinal data,Author Keywords
1967,Data Security,Author Keywords
1968,Key Generation,Author Keywords
1969,Asynchronous,Author Keywords
1970,Privacy Preserving,Author Keywords
1971,Certificateless Public-key Cryptography,Author Keywords
1972,Cross-Domain Authentication,Author Keywords
1973,Provable Security,Author Keywords
1974,Ethereum transaction network,Author Keywords
1975,phishing users,Author Keywords
1976,representation learning,Author Keywords
1977,sparsity,Author Keywords
1978,Tensors,IEEE Keywords
1979,Distributed ledgers,Author Keywords
1980,online syndicated lending,Author Keywords
1981,secure computation,Author Keywords
1982,Unmanned Aerial Vehicle (UAV),Author Keywords
1983,Peer-to-Peer (P2P),Author Keywords
1984,Vehicular Ad hoc Network (VANET),Author Keywords
1985,Connectivity,Author Keywords
1986,tech theater – techwashing – ethicswashing – hypocrisy,Author Keywords
1987,Artificial general intelligence,IEEE Keywords
1988,IoVs,Author Keywords
1989,CRT,Author Keywords
1990,Certificateless,Author Keywords
1991,Aggregate Signcryption,Author Keywords
1992,Key Agreement,Author Keywords
1993,Cathode ray tubes,IEEE Keywords
1994,Autonomous vehicle platoon,Author Keywords
1995,consensus speed advisory system,Author Keywords
1996,Visual Programming,Author Keywords
1997,Higher Education,Author Keywords
1998,Teaching,Author Keywords
1999,Programming profession,IEEE Keywords
2000,User interfaces,IEEE Keywords
2001,factor analysis,Author Keywords
2002,market factors,Author Keywords
2003,nonfungible token,Author Keywords
2004,rarity,Author Keywords
2005,Cost accounting,IEEE Keywords
2006,vehicular communications,Author Keywords
2007,applicational extension,Author Keywords
2008,fault-tolerance,Author Keywords
2009,trading,Author Keywords
2010,AI/ML,Author Keywords
2011,B5G networks,Author Keywords
2012,physical layer security,Author Keywords
2013,post-quantum cryptography,Author Keywords
2014,Phishing Detection,Author Keywords
2015,Feature Extension,Author Keywords
2016,Accesslists,IEEE Keywords
2017,Machine learning algorithms,IEEE Keywords
2018,Byzantine fault tolerance,Author Keywords
2019,asynchronous,Author Keywords
2020,Low latency communication,IEEE Keywords
2021,Encrypted traffic classification,Author Keywords
2022,interpretability,Author Keywords
2023,recurrent neural network,Author Keywords
2024,Recurrent neural networks,IEEE Keywords
2025,Markov processes,IEEE Keywords
2026,Network-induced phenomena,Author Keywords
2027,network intrusion/malware detection systems,Author Keywords
2028,wired/wireless network,Author Keywords
2029,model robustness,Author Keywords
2030,Out of order,IEEE Keywords
225,Data augmentation,Author Keywords
2031,domain adaptation,Author Keywords
2032,forgery detection and localization,Author Keywords
2033,image forensics,Author Keywords
2034,self-supervised learning,Author Keywords
2035,Transform coding,IEEE Keywords
2036,Image coding,IEEE Keywords
2037,Splicing,IEEE Keywords
2038,Feature completion,Author Keywords
2039,graph neural network (GNN),Author Keywords
2040,hybrid-absent data,Author Keywords
2041,incomplete multiview learning,Author Keywords
2042,Refining,IEEE Keywords
2043,Gaussian noise,IEEE Keywords
2044,Deep generative model,Author Keywords
2045,dual attention memory,Author Keywords
2046,irregularly sampled mutivariate time series,Author Keywords
2047,joint task learning,Author Keywords
2048,stochastic imputation,Author Keywords
2049,Interpolation,IEEE Keywords
2050,Learning systems,IEEE Keywords
2051,CNN,Author Keywords
2052,secure inference,Author Keywords
2053,Convolutional neural networks,IEEE Keywords
2054,Haze,Author Keywords
2055,Smog,Author Keywords
2056,Fog,Author Keywords
2057,Visibility Restoration,Author Keywords
2058,Image restoration,IEEE Keywords
2059,entropy function,Author Keywords
2060,matroid,Author Keywords
2061,matroidal entropy function,Author Keywords
2062,information inequalities,Author Keywords
2063,orthogonal array,Author Keywords
2064,polymatroid,Author Keywords
2065,variable strength orthogonal array,Author Keywords
2066,Cramer-Rao bounds,IEEE Keywords
2067,Channel coding,IEEE Keywords
2068,Network coding,IEEE Keywords
2069,Broadcast Signcryption,Author Keywords
2070,Equality test,Author Keywords
2071,Heterogeneity,Author Keywords
2072,learning from crowds,Author Keywords
2073,repeated labeling,Author Keywords
2074,graph neural networks,Author Keywords
2075,attention mechanism,Author Keywords
2076,Inference algorithms,IEEE Keywords
2077,Drug synergy,Author Keywords
2078,modified triangular mutation,Author Keywords
2079,differential evolution,Author Keywords
2080,cancer treatment,Author Keywords
1273,Communication system security,Author Keywords
369,Energy efficiency,Author Keywords
950,Relays,Author Keywords
2081,Optimization methods,Author Keywords
2082,Eavesdropping,IEEE Keywords
2083,Backdoor Attack,Author Keywords
2084,Container scheduling,Author Keywords
2085,resource overbooking,Author Keywords
2086,soft actor-critic reinforcement learning,Author Keywords
2087,Containers,IEEE Keywords
2088,Processor scheduling,IEEE Keywords
2089,Credit Card Fraud Detection,Author Keywords
2090,Financial Security,Author Keywords
2091,Kolmogorov-Arnold Networks,Author Keywords
2092,Multilayer Perceptron,Author Keywords
2093,Credit cards,IEEE Keywords
2094,Ensemble learning,IEEE Keywords
2095,Financial services,IEEE Keywords
2096,Large Models,Author Keywords
2097,Multi-feature Fusion,Author Keywords
2098,Medical treatment,IEEE Keywords
2099,Mental health,IEEE Keywords
2100,Correlated Time Series Forecasting,Author Keywords
2101,Lightweight Neural Networks,Author Keywords
2102,Knowledge Distillation,Author Keywords
2103,Computed tomography,IEEE Keywords
2104,Address clustering,Author Keywords
2105,bitcoin,Author Keywords
2106,user entity identification,Author Keywords
2107,Clustering methods,IEEE Keywords
2108,directed acyclic graph (DAG),Author Keywords
2109,incentive,Author Keywords
698,Decentralized applications,Author Keywords
2110,encrypted traffic,Author Keywords
2111,Mobile applications,IEEE Keywords
2112,Physical layer security (PLS),Author Keywords
2113,reconfigurable intelligent surface (RIS),Author Keywords
2114,smart radio environment,Author Keywords
2115,beyond 5G (B5G) networks,Author Keywords
2116,multiple-input multiple-output (MIMO),Author Keywords
2117,millimeter wave (mmWave),Author Keywords
2118,terahertz (THz),Author Keywords
2119,device-to-device (D2D) communication,Author Keywords
2120,cognitive radio networks (CRNs),Author Keywords
2121,simultaneous wireless information and power transfer (SWIPT),Author Keywords
2122,energy harvesting (EH),Author Keywords
2123,satellite communications,Author Keywords
2124,multicast communications,Author Keywords
2125,cell-free networks,Author Keywords
2126,relay-aided networks,Author Keywords
2127,wireless body area network (WBAN),Author Keywords
2128,integrated sensing and communications (ISAC),Author Keywords
2129,internet-of-everything (IoT),Author Keywords
2130,industrial internet of thing (IIoT),Author Keywords
2131,internet of medical things (IoMT),Author Keywords
2132,backscatter communications,Author Keywords
2133,wireless sensor networks (WSNs),Author Keywords
2134,optical wireless communications (OWC),Author Keywords
2135,visible light communications (VLC),Author Keywords
2136,free space optical (FSO),Author Keywords
2137,high-altitude platform systems (HAPs),Author Keywords
2138,coordinated multipoint (CoMP) communications,Author Keywords
2139,Ad-hoc networks,Author Keywords
2140,under-water communications,Author Keywords
2141,mixed reality,Author Keywords
2142,performance analysis,Author Keywords
2143,non-orthogonal multiple access (NOMA),Author Keywords
2144,Ad hoc networks,IEEE Keywords
2145,selfish mining,Author Keywords
2146,power adjusting withholding,Author Keywords
2147,imperfect network,Author Keywords
2148,Nonce,IEEE Keywords
2149,Cooperative communication,Author Keywords
2150,power control,Author Keywords
2149,Cooperative communication,IEEE Keywords
2151,point cloud registration,Author Keywords
2152,low overlap,Author Keywords
2153,Double-layer Multi-scale Star-graph,Author Keywords
2154,Multi-scale Neighbor Feature Star-graphs,Author Keywords
2155,Multi-scale Correspondence Star-graphs,Author Keywords
2156,Multi-scale Matching Star-graphs,Author Keywords
2157,superior robustness,Author Keywords
2158,Point cloud compression,IEEE Keywords
2159,Stars,IEEE Keywords
2160,Wireless federated learning,Author Keywords
2161,reconfigurable intelligence surface (RIS),Author Keywords
2162,device selection,Author Keywords
2163,Quantization (signal),IEEE Keywords
2164,dynamic searchable symmetric encryption,Author Keywords
2165,forward and backward privacy,Author Keywords
2166,verification,Author Keywords
2167,GitHub Copilot,Author Keywords
2168,Bug fixing,Author Keywords
2169,Vulnerability,Author Keywords
2170,Programming,IEEE Keywords
2171,Computer languages,IEEE Keywords
2172,risk control,Author Keywords
2173,network propagation,Author Keywords
2174,financial transaction networks,Author Keywords
2175,stable consensus,Author Keywords
2176,adaptive consensus,Author Keywords
2177,dynamic network,Author Keywords
2178,partially connected network,Author Keywords
2179,Decentration,Author Keywords
2180,Immutability,Author Keywords
2181,Transparency,Author Keywords
2182,Supply chain,Author Keywords
2183,MaaS,Author Keywords
2184,Reliable broadcast,Author Keywords
2185,trusted services,Author Keywords
2186,trusted execution environment,Author Keywords
2187,decision fusion,Author Keywords
2188,ensemble learning,Author Keywords
2189,majority voting,Author Keywords
2190,multiclass classification,Author Keywords
2191,truth discovery,Author Keywords
2192,Error analysis,IEEE Keywords
2193,Discrete Fourier transforms,IEEE Keywords
2194,Combat systems,Author Keywords
2195,cyber threat models,Author Keywords
2196,internet of battle things,Author Keywords
2197,internet of military things,Author Keywords
2198,Unified modeling language,IEEE Keywords
2199,Green computing,IEEE Keywords
2200,Artificial Intelligence,Author Keywords
2201,biometrics,Author Keywords
2202,continuous authentication,Author Keywords
2203,intrusion detection,Author Keywords
2204,multimodality,Author Keywords
2205,NFTs,Author Keywords
2206,Decentralized Application (DApp),Author Keywords
2207,Mining task offloading,Author Keywords
2208,Coarse Correlated Equilibrium (CCE),Author Keywords
2209,Repeated stochastic game,Author Keywords
2210,Lyapunov optimization,Author Keywords
2211,Drift-plus-penalty algorithm,Author Keywords
2212,Communication resource allocation,Author Keywords
2213,data quality,Author Keywords
2214,mobile crowdsensing (MCS),Author Keywords
2215,social concerns,Author Keywords
2216,two-stage Stackelberg game,Author Keywords
2217,AI-IoHT,Author Keywords
2218,smart healthcare,Author Keywords
2219,Delegate Proof of Stake,Author Keywords
2220,Kendall’s Rank Correlation,Author Keywords
2221,whale optimization,Author Keywords
2222,Picewise chaotic mapping,Author Keywords
2223,Proof of stake,IEEE Keywords
2224,Whale optimization algorithms,IEEE Keywords
2225,Support vector machines,IEEE Keywords
2226,Explainable AI,Author Keywords
2227,Consumer Electronic Devices,Author Keywords
2228,Task Offloading,Author Keywords
2229,Energy Efficiency,Author Keywords
2230,Cloud-edge,Author Keywords
2231,Group Authentication,Author Keywords
2232,Lightweight,Author Keywords
2233,Metaverse service,Author Keywords
2234,Parallel BFT,Author Keywords
2235,hierarchical architecture,Author Keywords
2236,secret sharing scheme,Author Keywords
2237,Industrial metaverse,Author Keywords
2238,intelligent manufacturing,Author Keywords
2239,process manufacturing,Author Keywords
2240,virtual-real fusion,Author Keywords
